"V1","V2"
"36639","387104"
"181161","204100"
"24132","125373"
"234870","239209"
"40420","104557"
"374203","175224"
"166848","398950"
"166838","204127"
"103035","284133"
"102023","132461"
"149963","221669"
"230796","377835"
"198415","198416"
"101401","55004"
"81725","231440"
"29173","64930"
"142591","176814"
"18546","393545"
"110034","106624"
"377561","391692"
"14688","41265"
"48157","359710"
"36389","51193"
"95422","159985"
"373858","373865"
"14737","270362"
"7723","128058"
"310167","261405"
"683","89358"
"5579","323354"
"125975","223226"
"281438","281441"
"60916","115318"
"4434","328650"
"396342","400417"
"1370","9329"
"174968","263054"
"212893","366691"
"193516","341225"
"91438","109321"
"51569","321076"
"222696","394443"
"341497","341498"
"226152","11640"
"241135","338076"
"254941","343892"
"250954","315430"
"160493","162729"
"189488","334206"
"33384","364919"
"185309","306176"
"104341","314013"
"1042","346600"
"195925","55004"
"277834","359710"
"75207","257816"
"28888","128642"
"93009","209922"
"7335","65122"
"275353","157125"
"218144","312752"
"13413","167842"
"21774","177498"
"110037","155607"
"380783","381460"
"35797","270116"
"161962","201213"
"75333","235941"
"163348","133887"
"109212","279714"
"20622","175224"
"121708","121709"
"20248","236018"
"106784","322400"
"53493","328691"
"147679","168287"
"335154","175826"
"97337","111851"
"15103","329698"
"208159","145964"
"16126","325795"
"86545","152334"
"26988","196978"
"75207","280166"
"51041","173154"
"118817","343408"
"227036","290594"
"88496","130998"
"26443","262606"
"40083","173338"
"68278","108315"
"183035","183036"
"181579","133168"
"52705","52709"
"65737","167137"
"17667","21584"
"387695","388404"
"313078","253064"
"71396","112424"
"132318","68883"
"25549","292178"
"1112","1552"
"115517","93526"
"134660","163506"
"101724","158577"
"278740","263818"
"16124","16126"
"113434","103158"
"241410","389778"
"121318","193112"
"81949","132354"
"233286","363274"
"119471","121645"
"80217","101861"
"196737","338194"
"166940","226986"
"12161","108807"
"251356","290875"
"58740","270778"
"33474","254022"
"17667","396189"
"249356","381517"
"399041","399043"
"220248","349113"
"108162","290568"
"352377","358536"
"110272","326175"
"244822","298784"
"156226","157763"
"12916","249339"
"45348","238908"
"100739","208450"
"210545","136020"
"267614","290821"
"33026","359710"
"32098","71432"
"115324","333970"
"35328","50640"
"233817","328816"
"18662","270134"
"310365","394669"
"77006","354347"
"51848","131515"
"165348","230796"
"100001","100010"
"107437","33889"
"40417","78431"
"16126","104347"
"279129","334881"
"300813","366920"
"258138","308793"
"114851","316403"
"255211","255262"
"198729","162797"
"11056","13531"
"255357","234437"
"65226","254604"
"61472","213078"
"42074","77039"
"40590","125939"
"173768","354523"
"144430","342718"
"407","226391"
"339445","286092"
"29405","83986"
"53778","4391"
"8006","263035"
"184487","322400"
"220342","265471"
"74765","74767"
"341962","342708"
"21090","174774"
"10546","330328"
"4559","368142"
"126263","154215"
"352393","398124"
"52971","148897"
"38088","100635"
"56347","357155"
"3177","8721"
"20629","32478"
"110272","113899"
"133217","360162"
"113830","358786"
"7754","210292"
"179904","378201"
"124241","144096"
"30518","127045"
"375817","382088"
"259861","283802"
"63486","316646"
"11710","61043"
"376183","377627"
"22903","49426"
"78651","78655"
"8903","68283"
"319303","325050"
"46405","133309"
"47897","165065"
"269122","283199"
"72786","130212"
"117601","379883"
"348599","375611"
"365156","365158"
"72786","288264"
"130421","339256"
"173931","262639"
"35460","93583"
"338962","338964"
"51569","75287"
"237442","250226"
"51418","138919"
"313321","362442"
"58962","169228"
"17208","6322"
"164111","227253"
"25335","147500"
"198086","320405"
"863","234208"
"109554","289956"
"29643","263054"
"63717","63719"
"126467","296009"
"197846","200271"
"62274","106813"
"52936","53388"
"49170","58628"
"103329","281441"
"20538","136150"
"33462","57352"
"81836","159985"
"80554","333429"
"33394","113415"
"83772","67094"
"45199","174552"
"50941","328619"
"14688","225107"
"276822","322717"
"237928","390894"
"329445","329446"
"16912","45006"
"51187","250774"
"66096","208730"
"356361","378339"
"158023","396489"
"17667","112455"
"318944","75375"
"71960","109971"
"23528","165297"
"94167","275419"
"284320","284321"
"201175","385871"
"30919","295659"
"39502","40577"
"61672","143137"
"189019","294337"
"633","113415"
"159985","277458"
"100379","100383"
"84139","283172"
"319831","225301"
"337012","345340"
"17556","84111"
"3177","194305"
"108203","158598"
"117104","190971"
"49053","74686"
"407","450"
"21774","375043"
"1709","51848"
"379327","360404"
"82913","120553"
"5206","253080"
"51250","56031"
"2298","3038"
"365714","370142"
"14963","66190"
"40577","78277"
"24521","24522"
"97383","110784"
"32264","6455"
"9596","13000"
"71908","234730"
"36978","47939"
"54744","121302"
"370496","98728"
"123255","142609"
"1733","122338"
"126467","346178"
"128789","152209"
"24967","24969"
"77482","110214"
"62025","330661"
"17864","114473"
"360161","360162"
"52705","162847"
"11700","14890"
"215247","382088"
"313675","375705"
"327522","346270"
"91734","100250"
"42023","166770"
"363154","363156"
"241110","390804"
"181154","293130"
"96570","291916"
"203335","288552"
"60559","271567"
"681","151822"
"54976","154030"
"85819","297502"
"347026","394942"
"17864","43861"
"232677","392589"
"67251","217520"
"365156","365159"
"130","104344"
"78355","218752"
"100437","189844"
"69184","164595"
"71210","360345"
"281853","201433"
"77482","322490"
"20560","294584"
"131106","396422"
"130845","249253"
"16369","255418"
"2339","378799"
"364871","379101"
"69733","11522"
"51563","230405"
"60697","194287"
"22544","26263"
"24591","81482"
"60916","106268"
"60963","62232"
"38731","326522"
"65850","97543"
"44597","95584"
"219575","301635"
"170934","282184"
"148899","195252"
"75306","283199"
"239341","380669"
"68903","336214"
"390942","12152"
"144430","198023"
"365158","365159"
"6261","33926"
"338123","350522"
"40326","358946"
"47688","69554"
"99624","318705"
"121078","344976"
"20426","38151"
"20560","244858"
"115659","290477"
"184595","342777"
"192387","228199"
"20438","88504"
"387089","391883"
"89620","301259"
"210410","65515"
"22990","194866"
"28485","58566"
"148897","148899"
"10132","27323"
"156733","56208"
"90","21592"
"104040","143724"
"9771","19273"
"273143","325503"
"407","5964"
"121318","144744"
"390279","394764"
"313216","316646"
"51250","11683"
"28715","180626"
"85080","189844"
"269920","273824"
"202247","399588"
"120549","244841"
"16128","240438"
"94606","204189"
"670","196978"
"59591","145831"
"177259","137237"
"231100","262906"
"71101","246590"
"37895","224951"
"64504","311055"
"40417","174375"
"223997","321668"
"72587","82665"
"19604","26175"
"199293","248583"
"376852","376856"
"77006","330032"
"221531","325372"
"37895","263733"
"60842","16018"
"157125","351272"
"113830","378459"
"29074","42840"
"16309","36802"
"72213","373577"
"214048","148107"
"229468","235197"
"190533","241029"
"244482","355792"
"19260","291025"
"26443","36136"
"217635","272559"
"29643","377277"
"29643","326175"
"136378","218899"
"670","132354"
"5716","75468"
"73569","93194"
"61722","121070"
"88046","154989"
"224371","286092"
"147748","156546"
"39780","116704"
"379883","385354"
"114186","106739"
"80429","80431"
"224713","236713"
"75124","296858"
"53122","376009"
"140633","164079"
"323736","189544"
"22394","176159"
"14963","326170"
"328342","176159"
"30766","33462"
"69968","95862"
"45352","283490"
"323660","338163"
"345247","378938"
"9771","80552"
"121885","158139"
"112982","297667"
"134658","325050"
"351272","374326"
"24842","342381"
"11710","19467"
"62982","75468"
"73708","298247"
"17968","19942"
"284782","392965"
"52824","60760"
"101859","319096"
"140494","214195"
"293369","293371"
"46240","244951"
"2027","5579"
"54325","270134"
"271036","143680"
"12112","241110"
"24090","118214"
"182367","373180"
"119663","119665"
"16613","177081"
"76638","244250"
"4014","17615"
"143137","111508"
"132836","212898"
"9596","74116"
"103542","103544"
"33384","377277"
"214726","350072"
"178350","178351"
"25557","279123"
"77231","18655"
"26150","26151"
"203333","203336"
"1602","133644"
"137992","338076"
"338194","376880"
"52705","377920"
"21518","174455"
"257","265"
"7852","8133"
"29455","239468"
"18453","129866"
"34257","347691"
"132300","143680"
"71210","79097"
"187378","36149"
"32060","107629"
"16408","358890"
"13773","17002"
"18988","275151"
"230796","68725"
"176020","297544"
"14372","40590"
"36870","35951"
"226574","261527"
"213305","306529"
"344438","337524"
"68661","176159"
"152439","224172"
"228180","270585"
"56400","56403"
"269751","225940"
"12310","176159"
"123033","277407"
"289338","386163"
"54560","117003"
"284312","315756"
"116690","133210"
"155245","269250"
"211572","171757"
"93557","135152"
"87334","156706"
"203791","323051"
"65142","65143"
"41265","12194"
"51254","98246"
"78989","164111"
"308396","318821"
"274645","286948"
"2549","104418"
"12310","253417"
"143525","228680"
"179371","306459"
"276038","316264"
"21774","267938"
"208359","213697"
"382724","395855"
"251042","285130"
"276912","157192"
"399392","64922"
"46046","258041"
"148","113899"
"58962","64759"
"28211","90146"
"36600","59378"
"69787","303856"
"7734","71431"
"62025","201213"
"174765","286591"
"52432","9893"
"124708","137563"
"67485","182045"
"46451","95941"
"354589","284786"
"232615","263282"
"2515","13007"
"169806","105527"
"68141","104114"
"60937","329970"
"38381","95480"
"128509","185657"
"157746","379843"
"244822","382012"
"190278","271727"
"108004","175767"
"18088","222386"
"66432","92053"
"89614","227412"
"144083","160315"
"154266","274477"
"108315","374611"
"301635","320139"
"9659","219958"
"399392","399397"
"39260","251408"
"11638","106397"
"208705","229518"
"40928","324697"
"63501","248080"
"91077","319086"
"122889","174998"
"87334","233832"
"324350","128608"
"93553","163418"
"61043","61387"
"197966","387409"
"74902","95422"
"222120","363933"
"63756","293371"
"163059","200360"
"238834","355743"
"132569","142419"
"93050","385981"
"42176","41031"
"180506","261405"
"108162","331167"
"167861","38202"
"60559","100739"
"12812","262168"
"13873","231564"
"229468","391865"
"73133","201812"
"232931","6322"
"31974","312404"
"124708","280833"
"9339","9344"
"53122","354837"
"114080","137946"
"40243","226549"
"220939","107495"
"93007","98497"
"38789","62056"
"234437","396350"
"53458","73732"
"7750","15719"
"166494","280987"
"217123","348579"
"49822","354837"
"81569","144069"
"399585","399588"
"72690","260243"
"62745","62747"
"3163","4558"
"99928","246718"
"43682","68285"
"189493","293469"
"35596","214195"
"6244","18426"
"81909","87172"
"54976","72115"
"131182","336484"
"33384","326173"
"215009","15457"
"143427","144069"
"268827","342079"
"4558","23465"
"45598","45600"
"8196","30286"
"79659","258380"
"5373","5376"
"144945","196175"
"28901","327492"
"145831","196604"
"163588","376678"
"215947","317172"
"265815","376108"
"162255","205009"
"124921","139702"
"68056","325050"
"245131","100010"
"58538","159992"
"140595","141047"
"1371","326852"
"51868","274888"
"99470","177259"
"9659","155595"
"204918","33895"
"130791","16770"
"147569","266600"
"212298","224054"
"38492","179918"
"35991","63486"
"14565","329395"
"381676","381677"
"353546","389696"
"346370","346371"
"80554","130149"
"267589","267591"
"110342","398950"
"145988","284834"
"176779","176780"
"221426","177691"
"244150","151822"
"30521","30522"
"64450","69227"
"120672","201370"
"141735","166628"
"164722","341498"
"193163","385869"
"375642","382746"
"333131","142609"
"128600","350157"
"177691","394443"
"158945","197101"
"46623","46624"
"214833","311596"
"83095","120238"
"158810","88680"
"211673","241431"
"22392","400427"
"103542","41783"
"30822","78395"
"84336","2606"
"72422","69318"
"330477","341753"
"826","128673"
"259864","123287"
"30797","402469"
"5561","167666"
"82420","292170"
"2515","225322"
"233393","329699"
"75207","315534"
"62856","271647"
"28485","19467"
"221403","14737"
"146515","319086"
"61721","126170"
"50042","73523"
"98998","120992"
"316958","86175"
"125653","125654"
"120657","274025"
"174472","381677"
"348976","375046"
"83593","170911"
"6801","344872"
"130","122275"
"252854","93226"
"561","276706"
"149415","267169"
"229470","355906"
"221607","283959"
"104281","268796"
"243131","265024"
"227036","390064"
"155537","146174"
"229941","316488"
"196349","294847"
"197487","228914"
"80431","395590"
"7606","130793"
"64446","83616"
"153937","157746"
"67708","244250"
"13400","209600"
"159788","390108"
"13413","170291"
"85429","321318"
"208450","359710"
"20861","114473"
"236568","239943"
"52685","33648"
"127103","400544"
"11194","107782"
"133269","137357"
"14989","28296"
"36294","76170"
"360016","377546"
"293218","396427"
"49988","68257"
"27125","373680"
"35285","88099"
"173153","347691"
"4311","62232"
"151728","299340"
"230917","350454"
"36389","6709"
"165203","165205"
"17077","118214"
"185","181154"
"398065","398611"
"217520","286449"
"1733","37669"
"50574","327492"
"6580","165682"
"67251","178840"
"191352","298439"
"42023","101724"
"185771","374010"
"298466","308676"
"282579","325420"
"217001","296009"
"18053","220496"
"159002","168953"
"152503","261977"
"8094","198086"
"36712","147502"
"40791","41783"
"78295","128210"
"17002","331851"
"244608","254571"
"41225","254594"
"355191","360400"
"4047","103199"
"225278","225280"
"286922","341225"
"377990","260891"
"1113","180471"
"124708","166055"
"11146","100010"
"154939","360016"
"100739","261180"
"20189","155911"
"243887","321135"
"142571","167666"
"155284","378226"
"151888","190679"
"264701","325263"
"253539","218824"
"72822","229045"
"254236","319083"
"239861","196166"
"2419","293462"
"46639","110080"
"46623","342718"
"124060","260543"
"114062","135668"
"384564","222386"
"38791","64286"
"28715","361810"
"14963","19237"
"654","75539"
"160763","176779"
"68729","159606"
"238023","118307"
"117822","219022"
"297844","255097"
"77305","140630"
"15841","255529"
"5197","104347"
"30691","85540"
"112643","113825"
"243102","254466"
"13225","59989"
"15103","160747"
"364917","91066"
"29568","108504"
"210044","354523"
"387578","387584"
"341522","234379"
"39526","321289"
"34679","103992"
"198086","400262"
"60937","231170"
"290477","376678"
"72527","236601"
"50659","71012"
"387580","387584"
"110302","194866"
"10661","149482"
"377026","338319"
"683","797"
"96650","338319"
"272937","149558"
"123882","245977"
"69015","90527"
"80532","392935"
"320652","336909"
"10905","218012"
"360004","388461"
"220342","228278"
"290806","381444"
"18534","141234"
"171421","323051"
"20763","26150"
"30822","198671"
"81826","179191"
"37436","365714"
"119271","223528"
"104347","357519"
"54256","87235"
"142648","243645"
"104114","398030"
"166628","52825"
"352083","352085"
"111231","170279"
"83300","186298"
"165392","321764"
"52840","251852"
"20208","39543"
"344072","345776"
"27801","66138"
"164738","164740"
"236121","271594"
"135087","84139"
"16259","272937"
"309397","216336"
"17314","318101"
"13106","22008"
"136316","229039"
"17615","30971"
"450","358544"
"59662","60937"
"251964","392965"
"17346","362647"
"208730","228914"
"128608","226484"
"39526","99022"
"127865","385763"
"67546","192227"
"213314","213316"
"5964","53836"
"326297","287538"
"370482","391267"
"29074","72583"
"173435","277453"
"36411","374611"
"173277","235553"
"38001","77482"
"132570","191968"
"324669","341497"
"52432","110111"
"10748","241349"
"281067","359715"
"273642","299289"
"29597","204100"
"152209","248445"
"85518","145623"
"18053","336909"
"129959","233232"
"358484","358485"
"75669","80552"
"173931","201270"
"155021","124520"
"79613","217093"
"8701","11146"
"170934","181843"
"92053","269751"
"124657","124665"
"219765","173814"
"179904","242215"
"148740","310116"
"120549","351068"
"269947","372589"
"150958","171837"
"13007","358944"
"61891","372126"
"66827","113298"
"36870","36872"
"271214","264000"
"64370","242922"
"276912","286668"
"78552","159642"
"82657","286591"
"335642","387409"
"219345","168703"
"234870","279711"
"387147","387282"
"43852","102881"
"217188","247990"
"1590","127013"
"352371","265357"
"114857","382088"
"331499","353367"
"172120","176814"
"76217","272219"
"389368","323597"
"295659","373680"
"51563","147569"
"378525","382857"
"38315","197347"
"38381","154141"
"159002","83808"
"197457","188820"
"3920","37452"
"226546","53277"
"654","5035"
"252743","385024"
"214147","241818"
"60381","271395"
"2814","309544"
"226673","228956"
"189019","235789"
"167746","167750"
"344443","301600"
"226202","226203"
"7606","355903"
"396247","397575"
"19006","370893"
"29924","233832"
"17077","68729"
"110037","192340"
"84530","266256"
"261804","276361"
"91617","115129"
"14688","106191"
"184612","194287"
"148340","201880"
"157338","182236"
"96113","227873"
"312082","312085"
"284423","244841"
"240635","398124"
"82029","302424"
"62079","338049"
"51511","137553"
"149558","254941"
"20403","58628"
"148495","192372"
"326762","373691"
"162729","376001"
"57550","347739"
"114759","182190"
"274817","301350"
"222697","311162"
"241818","201677"
"24967","25029"
"103400","54882"
"6322","280988"
"92656","293324"
"130331","154106"
"165392","373707"
"382724","310894"
"227412","360531"
"127819","189882"
"21372","377518"
"112643","112424"
"329446","330032"
"375043","375046"
"45245","132920"
"64469","128210"
"83142","149717"
"125653","192220"
"91782","264967"
"283376","283377"
"36024","3038"
"10025","54181"
"78355","197319"
"340333","345029"
"18247","24591"
"237388","237390"
"65893","112984"
"147181","120553"
"83142","98246"
"102339","125931"
"85691","164740"
"392150","229841"
"5819","114450"
"107951","76408"
"93036","93037"
"233457","348282"
"290477","113899"
"130003","197319"
"268466","373577"
"375259","375260"
"10687","12604"
"237564","269642"
"379241","388080"
"40417","104557"
"108203","131159"
"28862","50462"
"826","361026"
"169876","85516"
"27502","254022"
"338962","354809"
"4311","61359"
"96851","135204"
"29597","100739"
"5354","109049"
"278737","278740"
"283511","326526"
"100289","148700"
"5716","312697"
"372639","372642"
"178840","218331"
"6860","8363"
"198786","324316"
"72144","18988"
"20426","26598"
"185653","203546"
"54600","36639"
"269122","273656"
"4558","395286"
"348976","375043"
"278617","315122"
"33939","91797"
"164223","299438"
"59591","270273"
"55701","255398"
"124241","265815"
"33261","28122"
"29643","144992"
"29550","392362"
"67412","306541"
"85730","138401"
"195183","155245"
"192582","297667"
"19828","66465"
"48520","267169"
"376183","26306"
"240774","248097"
"165159","179371"
"344833","31270"
"10025","20084"
"218685","386575"
"206450","248257"
"109734","314315"
"68364","346018"
"10555","53277"
"12218","337938"
"40420","148107"
"2298","3036"
"48520","81909"
"77001","54168"
"356361","341482"
"8216","16847"
"60585","124832"
"63831","136649"
"327896","364917"
"201270","127013"
"22394","336262"
"231999","237324"
"231868","6286"
"189957","189959"
"94479","98359"
"260865","185822"
"7494","97543"
"43799","292232"
"234802","244608"
"683","7196"
"140727","256920"
"52709","167750"
"75072","126263"
"60842","379436"
"10232","171837"
"109971","98246"
"80554","381487"
"63232","276382"
"172028","321076"
"24810","26443"
"34515","375046"
"297398","297667"
"91794","155861"
"381676","73732"
"29550","360004"
"253643","281081"
"4311","101502"
"273151","292217"
"18868","19467"
"134814","144264"
"105393","178525"
"242133","277193"
"79659","241135"
"83593","145476"
"116393","174348"
"151634","275299"
"159231","159233"
"129084","262478"
"1590","18187"
"129362","61180"
"232097","397725"
"159788","268516"
"28862","68661"
"46638","110080"
"33818","386343"
"136659","10271"
"16174","24846"
"23173","346270"
"106173","305959"
"187379","241413"
"182952","299682"
"103542","142800"
"155286","185653"
"45199","224551"
"212528","403346"
"388635","403346"
"241373","397575"
"330126","333010"
"68278","309270"
"233037","360040"
"92163","198729"
"73871","186400"
"195210","209211"
"49822","78021"
"254594","288605"
"155286","185654"
"300968","360040"
"62722","220700"
"69434","254233"
"234578","106624"
"170841","171259"
"89669","351645"
"36286","169466"
"4558","149142"
"26598","165348"
"106917","224951"
"120602","104418"
"8899","8903"
"50718","119452"
"135034","362442"
"54193","244951"
"322489","322490"
"69787","349542"
"24456","208753"
"132670","41105"
"38381","127045"
"24312","63515"
"69529","219455"
"48520","184103"
"20302","115348"
"44312","160337"
"179610","174968"
"29643","172128"
"32098","209188"
"46638","46639"
"79705","273081"
"112789","257015"
"106281","112801"
"244258","289133"
"68857","282104"
"111070","119271"
"149579","203314"
"62722","382170"
"18453","2339"
"13690","273826"
"373433","382496"
"214048","38202"
"407","40738"
"16176","278541"
"64286","160150"
"175434","199857"
"38789","255046"
"3454","230013"
"119596","274594"
"12640","276913"
"170934","330032"
"386401","387849"
"22627","82937"
"67283","338168"
"318694","221296"
"377627","378799"
"2461","375870"
"239209","239213"
"246142","85649"
"91077","268531"
"362763","248898"
"60613","359655"
"58915","248645"
"450","237177"
"29643","33379"
"232931","254442"
"142571","153789"
"221090","221547"
"327896","353841"
"101521","140630"
"22821","96851"
"86352","115569"
"8094","64792"
"150058","180338"
"31440","35596"
"12575","179424"
"30231","367439"
"118376","118378"
"60358","66465"
"49988","123520"
"182045","640"
"11152","78639"
"1042","39502"
"85879","225940"
"287466","19023"
"59422","59425"
"203333","203335"
"134981","184103"
"195186","378841"
"10661","386401"
"214696","283896"
"18550","240774"
"84462","122348"
"324848","348579"
"181161","251356"
"90","56998"
"52824","76188"
"9811","133834"
"34580","281853"
"75468","391267"
"112487","130542"
"50695","322758"
"36870","32959"
"24567","6449"
"293541","381517"
"372358","372361"
"42392","126049"
"49909","280833"
"111851","180490"
"3163","318705"
"134814","65122"
"270225","362544"
"5378","19679"
"334622","334623"
"115002","133358"
"162041","360193"
"228180","269642"
"73696","363933"
"55387","104911"
"53493","94558"
"180980","366876"
"2384","36229"
"29074","29078"
"69278","237324"
"390279","394772"
"284623","74116"
"346824","346825"
"261977","67400"
"255366","282442"
"52709","128061"
"177643","313591"
"95862","248080"
"224054","224056"
"29597","20716"
"216201","358110"
"80554","355807"
"265","320186"
"121862","163962"
"216200","285560"
"102987","211098"
"29643","197066"
"5326","192763"
"208705","300062"
"271596","140883"
"21723","30522"
"75275","399833"
"21988","33247"
"12222","30617"
"60245","82969"
"184141","222473"
"116123","346600"
"109378","328091"
"6170","303110"
"286317","288646"
"180338","221717"
"13106","325263"
"48157","129459"
"43177","192406"
"168865","344878"
"40880","360002"
"31798","359712"
"40326","41775"
"122962","275554"
"37885","42062"
"24244","10449"
"173059","255467"
"62025","160008"
"383118","291326"
"54687","255529"
"36762","160687"
"18534","38748"
"103927","285560"
"82913","179378"
"72213","302021"
"70656","263733"
"15919","221122"
"187379","241410"
"9999","264234"
"89837","201852"
"102657","202080"
"16375","91794"
"9811","294444"
"33889","65494"
"148667","136379"
"61379","302070"
"30521","75375"
"57159","126313"
"125837","349285"
"74547","105548"
"23081","214656"
"229468","229470"
"225991","329335"
"89059","126369"
"145519","149583"
"184992","231868"
"151559","308793"
"224021","387060"
"73308","128210"
"96998","97001"
"182045","372358"
"65218","107782"
"141806","118578"
"72422","256309"
"147619","305908"
"42178","249253"
"313794","392965"
"5376","5378"
"64922","312404"
"147069","282184"
"232097","374611"
"131196","300403"
"2073","42977"
"41105","325418"
"284267","95656"
"37154","235790"
"62079","38202"
"164666","186400"
"1733","142831"
"25992","187379"
"145836","323597"
"85080","259485"
"340781","149696"
"92021","344438"
"44846","234379"
"22627","56390"
"368241","377835"
"6045","58161"
"75275","155450"
"1590","387337"
"50718","119453"
"134359","134363"
"45905","364939"
"144664","241029"
"59591","327802"
"131209","289046"
"160179","229319"
"29405","40420"
"73717","119244"
"236018","300825"
"91797","263854"
"8573","13323"
"78639","166112"
"120549","335453"
"23081","255346"
"88496","179229"
"141571","201370"
"95900","106624"
"15919","388404"
"145706","145707"
"44312","163205"
"341795","375870"
"124002","124003"
"82029","121708"
"7494","259557"
"158810","323803"
"136316","136318"
"223226","328650"
"66124","109049"
"262478","241110"
"86112","366920"
"41225","253064"
"212020","319095"
"376210","399833"
"195183","216652"
"222386","285678"
"250213","241314"
"17367","212384"
"163204","253012"
"17461","174455"
"20302","119692"
"128509","192360"
"372645","372646"
"42058","13965"
"169806","158598"
"104335","151565"
"37061","37223"
"87073","55973"
"26206","30651"
"95309","338168"
"32029","263854"
"41105","101674"
"145964","183188"
"346370","357146"
"58090","283511"
"47897","170846"
"169353","282642"
"96071","105526"
"41877","47531"
"37045","156206"
"45006","155256"
"172191","190384"
"52598","171641"
"33247","251108"
"144228","144230"
"116048","381676"
"299916","362437"
"69404","329698"
"256072","256074"
"22544","110031"
"184305","227650"
"145286","233808"
"6709","61947"
"147342","272861"
"71903","71908"
"4386","4391"
"24456","384057"
"8590","256662"
"148037","179523"
"238929","122208"
"297398","297668"
"82657","198086"
"221547","320876"
"270574","286219"
"75711","317833"
"20403","83326"
"215400","264952"
"30766","158598"
"170846","220079"
"1042","4047"
"132569","271390"
"32098","6481"
"82029","97046"
"398065","399271"
"72213","119594"
"104040","341148"
"289158","273826"
"3308","101427"
"75207","400690"
"229408","251356"
"73978","378149"
"4386","154969"
"65453","117938"
"252854","115238"
"139847","256920"
"4249","144096"
"204657","151728"
"22784","41970"
"91601","380721"
"219318","341791"
"356361","185653"
"8012","134660"
"159032","286449"
"102775","373865"
"149039","387518"
"17361","47547"
"320706","320707"
"100250","284595"
"5376","141044"
"32828","97337"
"54929","352371"
"65021","129161"
"281013","311133"
"139646","387282"
"111097","382359"
"312523","119421"
"85815","312752"
"6455","123268"
"80392","378226"
"293368","293369"
"104347","271727"
"26175","35470"
"52432","288594"
"148897","165348"
"276775","301411"
"9781","143250"
"12151","195339"
"203632","71135"
"407","162756"
"196445","237896"
"640","23451"
"31164","32632"
"301698","310894"
"43803","189857"
"221090","111550"
"127919","101285"
"92656","127052"
"101672","101674"
"139830","171757"
"347579","369396"
"82967","247827"
"363090","363961"
"20674","142756"
"85143","95480"
"12604","20393"
"407","124690"
"242863","174928"
"289229","320102"
"400427","400429"
"212332","199628"
"67342","170804"
"394764","394771"
"6455","140206"
"35460","98955"
"395398","398665"
"73523","392670"
"82864","129866"
"29440","226202"
"171117","357514"
"96651","279075"
"144945","39215"
"407","291363"
"67560","361401"
"80986","20575"
"192441","192445"
"172381","343892"
"13268","154215"
"374084","380439"
"34257","380883"
"44028","270665"
"129398","325372"
"1165","296891"
"110527","366308"
"1349","284416"
"24967","133309"
"71512","376642"
"90","341522"
"148039","327551"
"158753","127600"
"190679","358559"
"45245","115985"
"131159","221547"
"47912","54977"
"342351","347751"
"658","309639"
"215400","206054"
"41810","41812"
"362544","367285"
"1602","126547"
"91108","39671"
"198351","373180"
"104114","313794"
"43389","155375"
"34577","281854"
"116393","375989"
"68880","70527"
"50448","198416"
"257192","298797"
"125837","197577"
"252746","168235"
"61043","131106"
"77784","127410"
"20763","33955"
"144230","259326"
"381846","384990"
"57351","212243"
"114458","173814"
"321171","133644"
"13518","340207"
"45653","170291"
"276451","393222"
"26204","123518"
"220729","309755"
"337522","337524"
"68174","34803"
"97661","368345"
"191351","284595"
"142571","389370"
"96851","96852"
"4120","118751"
"149717","188235"
"65142","182190"
"275174","258565"
"365112","218058"
"108073","187705"
"58740","198260"
"178730","289042"
"137946","138901"
"189844","255046"
"48396","214833"
"8927","279129"
"108567","154403"
"143990","13099"
"161699","114912"
"66958","106813"
"16770","187408"
"162283","373668"
"47912","378989"
"77231","67295"
"116495","126747"
"108882","188421"
"39543","380669"
"215982","293015"
"29054","41697"
"347295","344872"
"386343","391865"
"228278","228279"
"239209","279711"
"233817","237976"
"35509","35512"
"14887","88426"
"90","13774"
"102657","280989"
"28211","102941"
"75578","110452"
"154692","234666"
"125584","224601"
"37028","357514"
"138881","79790"
"71960","244882"
"11728","33889"
"260482","246590"
"1733","66400"
"146357","276778"
"235069","382724"
"196037","196038"
"132258","306784"
"7586","47291"
"77450","77453"
"121311","151198"
"72144","388848"
"181276","214726"
"60585","400544"
"111632","187747"
"25982","258364"
"33939","104428"
"25992","218311"
"48242","343200"
"98717","394942"
"90","83440"
"48973","35931"
"164666","97661"
"60662","206514"
"218826","251896"
"123086","123087"
"217230","237664"
"289531","189882"
"199739","341166"
"115985","362475"
"254317","328619"
"113718","235999"
"49909","40577"
"177565","388461"
"70460","219234"
"32768","204959"
"71222","170610"
"56696","106624"
"63848","365159"
"75366","122208"
"82029","55158"
"8012","113998"
"61290","61292"
"43064","51254"
"200111","335860"
"387578","49621"
"221612","238763"
"93721","301924"
"2283","349515"
"244150","254898"
"223826","378799"
"117822","212539"
"130427","158598"
"106173","288521"
"10661","203543"
"109112","360531"
"27631","346018"
"351001","400145"
"52936","252743"
"113832","131499"
"51427","83406"
"172726","294934"
"30797","153323"
"187378","342381"
"108203","191109"
"154030","230466"
"27801","383431"
"240582","262402"
"276719","174375"
"192788","376009"
"8947","25698"
"39576","40243"
"110271","110273"
"60662","60667"
"271727","350157"
"97613","134016"
"29153","33752"
"63848","141242"
"65821","133544"
"158462","219345"
"7494","31798"
"52845","23081"
"140515","244841"
"14799","73308"
"670","11683"
"174928","296212"
"400425","400427"
"8136","128824"
"391133","391134"
"68445","169911"
"13000","348101"
"18550","251323"
"240582","163666"
"83394","201370"
"38381","213264"
"96330","162676"
